,transaction_id,user_id,transaction_type,amount,location,device_type,network_provider,user_type,"time_of_day(morning, afternoon, evening, night)",is_foreign_number,is_sim_recently_swapped,has_multiple_accounts,datetime
3742,TX103742,user_1991,Buy Airtime,1014.61,Nyeri,iOS,Airtel,individual,,0,0,0,6/3/2024 20:25
3743,TX103743,user_7047,Send Money,7947.45,Nakuru,Feature Phone,Airtel,individual,,0,0,0,6/8/2024 15:17
3744,TX103744,user_4839,Lipa na M-Pesa,2884.76,Kisumu,iOS,Telkom Kenya,individual,,0,0,0,6/2/2024 14:26
3745,TX103745,user_2258,Lipa na M-Pesa,2701.39,Thika,Android,Telkom Kenya,agent,,0,0,0,6/16/2024 0:47
3746,TX103746,user_8609,Buy Airtime,1076.42,Nyeri,iOS,Airtel,individual,,0,0,0,6/1/2024 6:20
3747,TX103747,user_9706,Buy Airtime,6308.34,Thika,iOS,Safaricom,individual,,0,0,0,6/20/2024 19:13
3748,TX103748,user_5804,Pay Bill,2976.35,Eldoret,Feature Phone,Telkom Kenya,individual,,0,0,0,6/7/2024 8:41
3749,TX103749,user_1067,Deposit Cash,591.61,Nakuru,iOS,Safaricom,individual,,0,0,0,6/5/2024 22:13
3750,TX103750,user_6660,Send Money,808.67,Garissa,Feature Phone,Airtel,individual,,0,0,0,6/12/2024 22:53
3751,TX103751,user_5478,Deposit Cash,2210.58,Meru,Feature Phone,Safaricom,agent,,0,0,0,6/5/2024 8:28
3752,TX103752,user_9210,Withdraw Cash,5293.75,Kisumu,iOS,Telkom Kenya,individual,,0,0,0,6/27/2024 21:38
3753,TX103753,user_4521,Withdraw Cash,9806.07,Nyeri,iOS,Telkom Kenya,agent,,0,0,0,6/15/2024 6:34
3754,TX103754,user_1572,Lipa na M-Pesa,3812.04,Nairobi,Android,Telkom Kenya,individual,,0,0,0,6/7/2024 12:04
3755,TX103755,user_8082,Send Money,2469.28,Machakos,Android,Telkom Kenya,individual,,0,0,0,6/9/2024 13:16
3756,TX103756,user_8832,Deposit Cash,1010.3,Nakuru,Feature Phone,Telkom Kenya,individual,,0,0,0,6/10/2024 3:25
3757,TX103757,user_6395,Lipa na M-Pesa,3910.87,Meru,Feature Phone,Airtel,individual,,0,0,0,6/9/2024 20:31
3758,TX103758,user_3258,Withdraw Cash,14107.77,Nyeri,Android,Safaricom,individual,,0,0,0,6/3/2024 3:23
3759,TX103759,user_7039,Buy Airtime,2263.41,Mombasa,Feature Phone,Airtel,individual,,0,0,1,6/26/2024 14:19
3760,TX103760,user_1650,Send Money,619.17,Nairobi,Android,Airtel,individual,,0,0,1,6/5/2024 4:26
3761,TX103761,user_6741,Send Money,381.78,Meru,Feature Phone,Airtel,individual,,0,0,0,6/28/2024 1:00
3762,TX103762,user_7838,Deposit Cash,1097.92,Garissa,Android,Safaricom,individual,,0,0,0,6/22/2024 23:53
3763,TX103763,user_3587,Pay Bill,2949.36,Meru,Android,Safaricom,agent,,0,0,0,6/22/2024 10:47
3764,TX103764,user_8876,Deposit Cash,10268.29,Nyeri,Feature Phone,Airtel,individual,,0,0,0,6/10/2024 15:23
3765,TX103765,user_4262,Buy Airtime,1244.19,Nakuru,Feature Phone,Safaricom,individual,,0,0,0,6/6/2024 12:00
3766,TX103766,user_2338,Buy Airtime,1275.42,Eldoret,Feature Phone,Airtel,individual,,0,0,0,6/10/2024 8:16
3767,TX103767,user_5996,Lipa na M-Pesa,2296.69,Eldoret,iOS,Airtel,individual,,0,0,0,6/15/2024 14:34
3768,TX103768,user_6780,Send Money,8776.85,Machakos,iOS,Telkom Kenya,individual,,0,0,0,6/27/2024 8:48
3769,TX103769,user_3827,Lipa na M-Pesa,1900.85,Nairobi,Feature Phone,Safaricom,individual,,0,0,0,6/5/2024 22:10
3770,TX103770,user_6232,Buy Airtime,884.14,Nairobi,Feature Phone,Telkom Kenya,individual,,0,0,0,6/10/2024 11:32
3771,TX103771,user_3217,Pay Bill,623.31,Machakos,Feature Phone,Airtel,individual,,0,0,0,6/3/2024 19:01
3772,TX103772,user_4539,Send Money,2137.36,Mombasa,Feature Phone,Airtel,individual,,0,0,0,6/10/2024 7:05
3773,TX103773,user_8845,Buy Airtime,5644.91,Meru,Android,Airtel,individual,,0,0,0,6/26/2024 8:58
3774,TX103774,user_5383,Pay Bill,1205.39,Thika,iOS,Telkom Kenya,individual,,0,0,0,6/17/2024 18:01
3775,TX103775,user_3961,Deposit Cash,2514.79,Mombasa,Feature Phone,Telkom Kenya,individual,,0,0,0,6/9/2024 16:55
3776,TX103776,user_4226,Withdraw Cash,3233.44,Nakuru,iOS,Airtel,individual,,0,0,0,6/15/2024 9:31
3777,TX103777,user_7837,Buy Airtime,2095.42,Kisumu,iOS,Telkom Kenya,agent,,0,0,0,6/7/2024 11:45
3778,TX103778,user_8031,Withdraw Cash,744.83,Garissa,Android,Airtel,individual,,0,0,1,6/5/2024 5:25
3779,TX103779,user_4716,Lipa na M-Pesa,8917.27,Nyeri,Feature Phone,Airtel,individual,,0,0,0,6/7/2024 17:24
3780,TX103780,user_4414,Withdraw Cash,2917.05,Mombasa,iOS,Telkom Kenya,agent,,0,0,0,6/2/2024 0:43
3781,TX103781,user_2448,Buy Airtime,4571.46,Garissa,Android,Safaricom,individual,,0,1,0,6/7/2024 17:05
3782,TX103782,user_1570,Withdraw Cash,3537.52,Machakos,Feature Phone,Airtel,individual,,0,0,0,6/10/2024 22:17
3783,TX103783,user_3904,Send Money,21836.19,Meru,Feature Phone,Airtel,individual,,0,0,0,6/25/2024 10:07
3784,TX103784,user_3505,Buy Airtime,2132.82,Machakos,iOS,Telkom Kenya,individual,,0,0,1,6/10/2024 21:03
3785,TX103785,user_1917,Pay Bill,1936.68,Garissa,Android,Telkom Kenya,individual,,0,0,0,6/13/2024 2:33
3786,TX103786,user_7982,Withdraw Cash,1562.77,Eldoret,Android,Telkom Kenya,individual,,0,0,0,6/3/2024 4:12
3787,TX103787,user_8427,Send Money,1570.92,Eldoret,Android,Airtel,individual,,0,0,1,6/16/2024 6:57
3788,TX103788,user_7336,Lipa na M-Pesa,1129.26,Meru,Android,Safaricom,individual,,0,0,0,6/29/2024 5:23
3789,TX103789,user_2678,Lipa na M-Pesa,13804.13,Nyeri,Feature Phone,Safaricom,agent,,0,0,0,6/5/2024 3:23
3790,TX103790,user_1615,Withdraw Cash,7161.89,Meru,iOS,Safaricom,agent,,0,0,0,6/16/2024 18:17
3791,TX103791,user_8086,Lipa na M-Pesa,1332.74,Nyeri,iOS,Airtel,individual,,0,0,0,6/23/2024 22:40
3792,TX103792,user_5749,Pay Bill,1274.61,Nakuru,Android,Telkom Kenya,individual,,0,0,1,6/27/2024 1:36
3793,TX103793,user_4505,Buy Airtime,382.53,Garissa,Android,Safaricom,individual,,0,0,0,6/9/2024 14:19
3794,TX103794,user_5529,Send Money,7335.38,Garissa,Android,Safaricom,agent,,0,0,0,6/19/2024 20:22
3795,TX103795,user_2135,Deposit Cash,1626.95,Nyeri,iOS,Safaricom,individual,,0,0,0,6/9/2024 8:39
3796,TX103796,user_9566,Withdraw Cash,2975.25,Garissa,Feature Phone,Airtel,individual,,0,0,0,6/28/2024 11:46
3797,TX103797,user_8226,Lipa na M-Pesa,8072.29,Machakos,Feature Phone,Telkom Kenya,individual,,0,0,0,6/16/2024 4:16
3798,TX103798,user_6162,Buy Airtime,1835.47,Garissa,Android,Telkom Kenya,agent,,0,1,0,6/9/2024 11:59
3799,TX103799,user_1206,Deposit Cash,5755.34,Eldoret,Feature Phone,Telkom Kenya,agent,,0,0,0,6/1/2024 16:37
3800,TX103800,user_5875,Pay Bill,1969.17,Mombasa,Feature Phone,Telkom Kenya,individual,,0,0,0,6/26/2024 6:52
3801,TX103801,user_2319,Lipa na M-Pesa,4224.9,Kisumu,iOS,Safaricom,individual,,0,0,0,6/23/2024 9:28
3802,TX103802,user_2141,Lipa na M-Pesa,1974.7,Garissa,Android,Telkom Kenya,individual,,0,0,0,6/22/2024 17:47
3803,TX103803,user_5627,Send Money,1745.9,Nyeri,Feature Phone,Safaricom,individual,,0,0,0,6/27/2024 14:32
3804,TX103804,user_8389,Pay Bill,16375.57,Mombasa,Android,Airtel,individual,,0,0,0,6/9/2024 13:49
3805,TX103805,user_3690,Pay Bill,3316.78,Garissa,Android,Airtel,individual,,0,0,0,6/29/2024 1:04
3806,TX103806,user_8323,Withdraw Cash,1602.66,Eldoret,Feature Phone,Airtel,individual,,0,0,0,6/10/2024 17:37
3807,TX103807,user_4255,Deposit Cash,1043.57,Garissa,iOS,Telkom Kenya,individual,,0,0,0,6/20/2024 1:11
3808,TX103808,user_9281,Send Money,142.03,Nakuru,Feature Phone,Telkom Kenya,individual,,0,0,0,6/23/2024 9:51
3809,TX103809,user_6213,Withdraw Cash,4291.36,Garissa,iOS,Safaricom,individual,,0,0,1,6/8/2024 0:19
3810,TX103810,user_5108,Send Money,1629.13,Thika,Feature Phone,Telkom Kenya,individual,,0,0,0,6/13/2024 3:16
3811,TX103811,user_4020,Pay Bill,6026.27,Mombasa,Android,Airtel,individual,,0,0,0,6/1/2024 6:41
3812,TX103812,user_2857,Send Money,1583.22,Garissa,iOS,Telkom Kenya,individual,,0,0,0,6/7/2024 1:02
3813,TX103813,user_9996,Send Money,1635.67,Nakuru,iOS,Safaricom,individual,,0,0,0,6/29/2024 4:47
3814,TX103814,user_3789,Send Money,5286.44,Nyeri,Android,Airtel,individual,,0,0,0,6/23/2024 12:04
3815,TX103815,user_4875,Buy Airtime,2353.05,Nairobi,Feature Phone,Airtel,individual,,0,0,1,6/4/2024 10:23
3816,TX103816,user_8605,Buy Airtime,7566.68,Nairobi,iOS,Safaricom,individual,,0,0,0,6/14/2024 18:36
3817,TX103817,user_9135,Deposit Cash,3121.75,Mombasa,Feature Phone,Airtel,individual,,0,0,0,6/12/2024 10:59
3818,TX103818,user_7055,Deposit Cash,963.5,Machakos,Feature Phone,Safaricom,individual,,1,0,0,6/19/2024 1:42
3819,TX103819,user_4882,Pay Bill,2939.86,Nyeri,Feature Phone,Safaricom,agent,,0,1,0,6/26/2024 16:12
3820,TX103820,user_8175,Send Money,14.03,Garissa,Android,Telkom Kenya,individual,,0,0,0,6/6/2024 0:07
3821,TX103821,user_8129,Pay Bill,1310.9,Nairobi,Feature Phone,Airtel,individual,,0,0,0,6/14/2024 21:28
3822,TX103822,user_6021,Buy Airtime,815.97,Garissa,Android,Telkom Kenya,individual,,0,0,0,6/15/2024 3:47
3823,TX103823,user_5735,Send Money,3716.51,Machakos,iOS,Telkom Kenya,individual,,0,1,0,6/10/2024 13:46
3824,TX103824,user_3387,Withdraw Cash,511.8,Garissa,Feature Phone,Safaricom,individual,,0,0,0,6/13/2024 20:34
3825,TX103825,user_7582,Buy Airtime,1199.2,Nakuru,iOS,Safaricom,individual,,0,0,0,6/28/2024 9:23
3826,TX103826,user_6866,Buy Airtime,1408.51,Garissa,Feature Phone,Telkom Kenya,agent,,0,0,0,6/8/2024 5:38
3827,TX103827,user_3566,Buy Airtime,11.55,Meru,iOS,Safaricom,agent,,0,0,0,6/25/2024 3:34
3828,TX103828,user_1975,Send Money,167.63,Mombasa,Android,Airtel,agent,,0,0,0,6/10/2024 3:12
3829,TX103829,user_8212,Deposit Cash,1304.44,Nyeri,iOS,Airtel,individual,,0,0,0,6/10/2024 3:57
3830,TX103830,user_2262,Lipa na M-Pesa,880.2,Mombasa,iOS,Telkom Kenya,individual,,0,0,0,6/18/2024 5:51
3831,TX103831,user_6047,Withdraw Cash,435.14,Mombasa,Feature Phone,Airtel,individual,,0,0,0,6/20/2024 15:36
3832,TX103832,user_8382,Withdraw Cash,585.99,Nakuru,Feature Phone,Telkom Kenya,individual,,0,0,0,6/5/2024 23:33
3833,TX103833,user_7231,Pay Bill,6317.74,Machakos,Feature Phone,Airtel,individual,,0,0,1,6/26/2024 15:11
3834,TX103834,user_4327,Send Money,4024.52,Thika,Feature Phone,Safaricom,individual,,0,0,0,6/3/2024 17:05
3835,TX103835,user_6630,Deposit Cash,2316.57,Nyeri,Android,Airtel,individual,,0,0,0,6/16/2024 12:44
3836,TX103836,user_3259,Buy Airtime,8384.32,Thika,iOS,Safaricom,individual,,0,0,0,6/3/2024 13:33
3837,TX103837,user_2257,Lipa na M-Pesa,104.99,Nakuru,iOS,Telkom Kenya,individual,,0,0,0,6/6/2024 18:10
3838,TX103838,user_1464,Send Money,1480.57,Nairobi,Android,Airtel,individual,,0,0,0,6/18/2024 21:24
3839,TX103839,user_4294,Send Money,6068.22,Machakos,iOS,Safaricom,individual,,0,0,0,6/12/2024 16:38
3840,TX103840,user_7774,Deposit Cash,3463.74,Kisumu,Feature Phone,Safaricom,individual,,0,0,0,6/11/2024 6:43
3841,TX103841,user_8431,Lipa na M-Pesa,14000.59,Mombasa,Feature Phone,Telkom Kenya,individual,,0,0,1,6/1/2024 14:18
3842,TX103842,user_2230,Buy Airtime,10120.74,Garissa,Feature Phone,Telkom Kenya,individual,,0,0,0,6/11/2024 20:13
3843,TX103843,user_4805,Send Money,651.91,Mombasa,iOS,Airtel,individual,,1,0,0,6/10/2024 16:35
3844,TX103844,user_7419,Withdraw Cash,12512.8,Nairobi,Android,Airtel,individual,,0,0,0,6/20/2024 22:57
3845,TX103845,user_6750,Withdraw Cash,10185.68,Mombasa,Android,Airtel,individual,,0,0,0,6/28/2024 12:28
3846,TX103846,user_4856,Lipa na M-Pesa,1637.24,Thika,iOS,Safaricom,individual,,0,0,1,6/4/2024 2:10
3847,TX103847,user_4135,Buy Airtime,14236.34,Mombasa,Android,Telkom Kenya,individual,,0,0,0,6/19/2024 4:32
3848,TX103848,user_7953,Lipa na M-Pesa,127.76,Nairobi,Android,Airtel,individual,,0,0,0,6/11/2024 18:43
3849,TX103849,user_7034,Send Money,3783.57,Nairobi,Feature Phone,Airtel,agent,,0,0,0,6/24/2024 18:56
3850,TX103850,user_5589,Withdraw Cash,1083.07,Eldoret,iOS,Safaricom,individual,,0,0,0,6/26/2024 11:58
3851,TX103851,user_2546,Pay Bill,485.26,Machakos,Android,Airtel,individual,,0,0,0,6/24/2024 6:43
3852,TX103852,user_7065,Lipa na M-Pesa,3015.77,Thika,iOS,Safaricom,individual,,0,0,0,6/5/2024 23:52
3853,TX103853,user_2094,Pay Bill,1280.26,Eldoret,Feature Phone,Safaricom,individual,,0,0,0,6/8/2024 8:18
3854,TX103854,user_3411,Pay Bill,3846.81,Thika,Feature Phone,Telkom Kenya,individual,,0,0,0,6/6/2024 8:24
3855,TX103855,user_3617,Deposit Cash,2717.71,Thika,Android,Safaricom,individual,,0,0,0,6/9/2024 3:52
3856,TX103856,user_9954,Withdraw Cash,1744.93,Nyeri,iOS,Telkom Kenya,individual,,0,0,0,6/10/2024 0:53
3857,TX103857,user_5145,Lipa na M-Pesa,702.36,Eldoret,iOS,Safaricom,individual,,0,0,0,6/18/2024 5:45
3858,TX103858,user_3775,Pay Bill,3217.97,Thika,Feature Phone,Telkom Kenya,individual,,0,0,0,6/19/2024 5:13
3859,TX103859,user_7628,Send Money,6186.04,Meru,Feature Phone,Safaricom,individual,,0,0,0,6/29/2024 0:14
3860,TX103860,user_4155,Deposit Cash,3207.06,Nairobi,Feature Phone,Airtel,individual,,0,0,0,6/23/2024 20:58
3861,TX103861,user_4970,Buy Airtime,3300.32,Garissa,Android,Telkom Kenya,individual,,0,0,0,6/11/2024 23:16
3862,TX103862,user_8972,Deposit Cash,2509.87,Garissa,iOS,Telkom Kenya,individual,,0,0,0,6/25/2024 15:18
3863,TX103863,user_9775,Buy Airtime,1719.95,Nairobi,Android,Safaricom,individual,,0,0,0,6/25/2024 8:58
3864,TX103864,user_6415,Withdraw Cash,2140.21,Machakos,iOS,Airtel,individual,,0,0,0,6/7/2024 6:32
3865,TX103865,user_5331,Lipa na M-Pesa,15961.28,Nakuru,Feature Phone,Airtel,individual,,0,0,0,6/20/2024 17:56
3866,TX103866,user_2942,Lipa na M-Pesa,4847.39,Nyeri,Android,Telkom Kenya,individual,,0,0,1,6/24/2024 1:35
3867,TX103867,user_7026,Buy Airtime,1970.85,Machakos,Android,Airtel,individual,,0,0,0,6/26/2024 12:28
3868,TX103868,user_9301,Send Money,2139.17,Kisumu,Android,Airtel,individual,,0,0,0,6/2/2024 21:33
3869,TX103869,user_1191,Buy Airtime,2423.44,Nairobi,Feature Phone,Safaricom,individual,,0,0,0,6/14/2024 7:28
3870,TX103870,user_1861,Buy Airtime,3768.78,Kisumu,Android,Airtel,individual,,0,0,0,6/8/2024 4:08
3871,TX103871,user_7711,Lipa na M-Pesa,2195.48,Mombasa,Android,Airtel,agent,,0,0,0,6/26/2024 16:59
3872,TX103872,user_1649,Pay Bill,4056.27,Mombasa,Feature Phone,Airtel,individual,,0,0,0,6/8/2024 17:21
3873,TX103873,user_5134,Send Money,1397.43,Eldoret,iOS,Airtel,individual,,0,0,0,6/10/2024 5:41
3874,TX103874,user_8587,Lipa na M-Pesa,1850.51,Mombasa,Android,Safaricom,individual,,0,0,0,6/11/2024 2:48
3875,TX103875,user_9828,Deposit Cash,6984.22,Machakos,Feature Phone,Safaricom,individual,,0,0,0,6/3/2024 11:36
3876,TX103876,user_2036,Buy Airtime,1395.96,Nakuru,Android,Airtel,individual,,0,0,0,6/21/2024 5:15
3877,TX103877,user_5131,Pay Bill,11677.55,Nairobi,Android,Safaricom,individual,,0,0,0,6/28/2024 2:44
3878,TX103878,user_3148,Send Money,662.73,Thika,iOS,Telkom Kenya,individual,,0,0,0,6/8/2024 15:40
3879,TX103879,user_6457,Withdraw Cash,968.27,Garissa,Feature Phone,Safaricom,individual,,0,0,0,6/24/2024 17:53
3880,TX103880,user_7079,Send Money,2180.58,Nairobi,iOS,Safaricom,individual,,0,0,0,6/28/2024 15:19
3881,TX103881,user_3430,Send Money,5587.98,Kisumu,iOS,Safaricom,individual,,0,0,0,6/10/2024 7:59
3882,TX103882,user_2879,Buy Airtime,4603.15,Nyeri,Feature Phone,Telkom Kenya,individual,,0,0,0,6/17/2024 7:55
3883,TX103883,user_8542,Buy Airtime,671.04,Garissa,iOS,Telkom Kenya,agent,,0,0,0,6/23/2024 12:16
3884,TX103884,user_3011,Withdraw Cash,945.3,Eldoret,Android,Telkom Kenya,individual,,0,0,0,6/25/2024 19:24
3885,TX103885,user_4373,Withdraw Cash,2997,Thika,Feature Phone,Safaricom,individual,,0,0,0,6/6/2024 3:35
3886,TX103886,user_8357,Withdraw Cash,1224.27,Thika,Feature Phone,Telkom Kenya,individual,,0,0,0,6/29/2024 22:56
3887,TX103887,user_2289,Lipa na M-Pesa,1920.61,Kisumu,Android,Telkom Kenya,individual,,0,0,1,6/28/2024 0:50
3888,TX103888,user_2447,Lipa na M-Pesa,2333.41,Mombasa,Android,Safaricom,agent,,0,0,0,6/1/2024 10:12
3889,TX103889,user_4199,Buy Airtime,3157.03,Nakuru,Android,Airtel,individual,,0,0,0,6/11/2024 20:45
3890,TX103890,user_7381,Buy Airtime,1011.8,Machakos,iOS,Safaricom,individual,,0,0,1,6/23/2024 12:05
3891,TX103891,user_8522,Withdraw Cash,623.35,Kisumu,iOS,Safaricom,individual,,0,0,0,6/20/2024 3:06
3892,TX103892,user_7059,Lipa na M-Pesa,1779.52,Nakuru,iOS,Safaricom,individual,,0,0,0,6/10/2024 10:09
3893,TX103893,user_4183,Pay Bill,299.55,Kisumu,iOS,Airtel,individual,,0,0,0,6/25/2024 18:50
3894,TX103894,user_6462,Lipa na M-Pesa,2618.57,Garissa,iOS,Safaricom,individual,,0,0,0,6/16/2024 10:17
3895,TX103895,user_4216,Buy Airtime,6405.41,Thika,iOS,Safaricom,individual,,0,0,0,6/2/2024 11:35
3896,TX103896,user_4136,Lipa na M-Pesa,443.35,Thika,Feature Phone,Airtel,agent,,0,0,0,6/7/2024 21:38
3897,TX103897,user_4318,Buy Airtime,418.62,Nairobi,Feature Phone,Safaricom,individual,,0,0,1,6/21/2024 13:12
3898,TX103898,user_3782,Withdraw Cash,292.66,Mombasa,Feature Phone,Safaricom,individual,,0,0,1,6/3/2024 7:25
3899,TX103899,user_8657,Withdraw Cash,6590.37,Thika,Feature Phone,Safaricom,agent,,0,0,0,6/8/2024 21:52
3900,TX103900,user_5920,Withdraw Cash,294.52,Machakos,Feature Phone,Airtel,individual,,0,0,0,6/22/2024 5:22
3901,TX103901,user_7324,Pay Bill,14357.34,Nakuru,Feature Phone,Safaricom,agent,,0,0,0,6/16/2024 6:30
3902,TX103902,user_7327,Pay Bill,1552.89,Mombasa,iOS,Airtel,individual,,0,0,0,6/12/2024 21:28
3903,TX103903,user_9417,Buy Airtime,1395.21,Nakuru,Feature Phone,Airtel,individual,,0,0,0,6/19/2024 20:09
3904,TX103904,user_1776,Send Money,336.37,Nyeri,Android,Telkom Kenya,individual,,0,0,0,6/21/2024 21:05
3905,TX103905,user_6208,Deposit Cash,3083.58,Thika,Feature Phone,Safaricom,individual,,0,0,0,6/8/2024 10:42
3906,TX103906,user_1687,Pay Bill,3085.62,Nakuru,Android,Safaricom,agent,,0,0,0,6/15/2024 3:37
3907,TX103907,user_1529,Buy Airtime,2382.92,Meru,Android,Telkom Kenya,individual,,0,0,1,6/29/2024 19:32
3908,TX103908,user_6067,Lipa na M-Pesa,1303.9,Thika,Feature Phone,Telkom Kenya,individual,,0,0,0,6/13/2024 0:35
3909,TX103909,user_9080,Withdraw Cash,1609.25,Nyeri,iOS,Safaricom,individual,,0,0,0,6/8/2024 8:54
3910,TX103910,user_6518,Withdraw Cash,1352.41,Garissa,iOS,Safaricom,individual,,0,0,0,6/10/2024 19:29
3911,TX103911,user_3153,Withdraw Cash,1943.83,Meru,Android,Telkom Kenya,individual,,0,0,0,6/29/2024 7:49
3912,TX103912,user_7094,Buy Airtime,1463.8,Kisumu,iOS,Safaricom,individual,,0,0,0,6/16/2024 23:49
3913,TX103913,user_7974,Withdraw Cash,3939.33,Meru,Android,Safaricom,individual,,0,1,0,6/6/2024 11:21
3914,TX103914,user_5774,Pay Bill,1227.36,Meru,iOS,Safaricom,individual,,1,0,1,6/27/2024 7:38
3915,TX103915,user_8692,Lipa na M-Pesa,1512.26,Nakuru,iOS,Telkom Kenya,agent,,0,0,0,6/5/2024 16:09
3916,TX103916,user_4103,Withdraw Cash,2001.1,Eldoret,iOS,Telkom Kenya,individual,,0,0,0,6/25/2024 13:16
3917,TX103917,user_3440,Buy Airtime,13.89,Nakuru,iOS,Airtel,individual,,1,0,0,6/8/2024 0:29
3918,TX103918,user_5135,Lipa na M-Pesa,2371.03,Machakos,Feature Phone,Airtel,individual,,0,0,0,6/23/2024 2:56
3919,TX103919,user_8124,Withdraw Cash,1034.15,Thika,Feature Phone,Safaricom,individual,,0,0,0,6/9/2024 12:27
3920,TX103920,user_6201,Send Money,202.26,Eldoret,Feature Phone,Safaricom,agent,,0,0,1,6/11/2024 19:36
3921,TX103921,user_1844,Withdraw Cash,8467.75,Nakuru,Android,Airtel,individual,,0,0,0,6/29/2024 9:18
3922,TX103922,user_1446,Deposit Cash,1362.29,Garissa,Feature Phone,Airtel,individual,,1,0,0,6/20/2024 12:56
3923,TX103923,user_4915,Pay Bill,1943.46,Machakos,Feature Phone,Airtel,agent,,1,0,1,6/26/2024 8:46
3924,TX103924,user_4109,Lipa na M-Pesa,6147.57,Nakuru,Feature Phone,Safaricom,individual,,0,0,1,6/20/2024 16:26
3925,TX103925,user_2234,Pay Bill,638.64,Mombasa,iOS,Safaricom,individual,,0,0,0,6/1/2024 8:22
3926,TX103926,user_7587,Send Money,6647.13,Thika,iOS,Airtel,individual,,0,0,0,6/5/2024 8:07
3927,TX103927,user_1226,Send Money,968.08,Nyeri,iOS,Telkom Kenya,individual,,0,0,0,6/14/2024 19:59
3928,TX103928,user_5143,Deposit Cash,3112.39,Kisumu,iOS,Airtel,individual,,0,0,0,6/8/2024 10:55
3929,TX103929,user_8185,Pay Bill,4050.68,Garissa,iOS,Telkom Kenya,individual,,0,0,0,6/20/2024 17:07
3930,TX103930,user_6558,Lipa na M-Pesa,8239.09,Machakos,Feature Phone,Telkom Kenya,individual,,1,0,0,6/20/2024 7:37
3931,TX103931,user_1186,Send Money,3274.5,Thika,Feature Phone,Safaricom,individual,,0,0,0,6/15/2024 7:30
3932,TX103932,user_3535,Send Money,2113.06,Kisumu,iOS,Telkom Kenya,agent,,0,0,0,6/9/2024 3:12
3933,TX103933,user_2932,Withdraw Cash,2972.42,Nairobi,iOS,Telkom Kenya,individual,,0,0,0,6/18/2024 12:20
3934,TX103934,user_3032,Deposit Cash,790.13,Kisumu,Feature Phone,Airtel,individual,,0,0,0,6/7/2024 1:37
3935,TX103935,user_2252,Buy Airtime,4088.7,Thika,Feature Phone,Airtel,agent,,0,0,0,6/5/2024 18:57
3936,TX103936,user_6509,Send Money,724.07,Eldoret,iOS,Telkom Kenya,individual,,0,0,1,6/27/2024 3:12
3937,TX103937,user_6074,Lipa na M-Pesa,2851.61,Nairobi,Android,Airtel,individual,,0,0,0,6/11/2024 21:04
3938,TX103938,user_2881,Lipa na M-Pesa,3650.5,Thika,iOS,Airtel,individual,,0,0,0,6/8/2024 20:03
3939,TX103939,user_1269,Withdraw Cash,8009.81,Nairobi,Feature Phone,Airtel,individual,,0,0,0,6/29/2024 23:03
3940,TX103940,user_2630,Lipa na M-Pesa,2093.64,Machakos,Android,Airtel,individual,,0,0,0,6/5/2024 13:31
3941,TX103941,user_5405,Withdraw Cash,5225.98,Kisumu,iOS,Telkom Kenya,individual,,0,0,0,6/25/2024 16:58
3942,TX103942,user_7139,Send Money,641.76,Kisumu,Feature Phone,Telkom Kenya,agent,,0,0,0,6/13/2024 12:57
3943,TX103943,user_2574,Send Money,594.42,Nairobi,Feature Phone,Telkom Kenya,agent,,0,0,0,6/2/2024 1:30
3944,TX103944,user_2695,Send Money,2604.05,Kisumu,Feature Phone,Telkom Kenya,individual,,0,0,0,6/9/2024 1:27
3945,TX103945,user_4258,Send Money,3175.14,Garissa,iOS,Telkom Kenya,individual,,0,0,0,6/29/2024 9:57
3946,TX103946,user_4262,Buy Airtime,3502.1,Meru,iOS,Safaricom,individual,,0,0,0,6/23/2024 11:15
3947,TX103947,user_2445,Deposit Cash,4791.98,Machakos,Android,Airtel,individual,,1,0,0,6/23/2024 7:26
3948,TX103948,user_7263,Deposit Cash,1223.11,Machakos,Feature Phone,Safaricom,individual,,0,0,0,6/28/2024 6:49
3949,TX103949,user_9411,Buy Airtime,3410.65,Kisumu,Feature Phone,Telkom Kenya,agent,,0,0,0,6/29/2024 16:16
3950,TX103950,user_1052,Send Money,729.49,Nakuru,Android,Airtel,individual,,0,0,0,6/6/2024 12:17
3951,TX103951,user_6570,Lipa na M-Pesa,865.12,Nairobi,iOS,Telkom Kenya,individual,,0,0,0,6/8/2024 2:03
3952,TX103952,user_8579,Withdraw Cash,243.88,Nyeri,Feature Phone,Safaricom,individual,,0,0,0,6/14/2024 1:29
3953,TX103953,user_2666,Deposit Cash,4810.29,Machakos,Android,Telkom Kenya,individual,,0,0,0,6/23/2024 14:32
3954,TX103954,user_7901,Pay Bill,2475.31,Meru,Feature Phone,Airtel,individual,,0,0,0,6/8/2024 7:10
3955,TX103955,user_3785,Withdraw Cash,952.18,Mombasa,iOS,Telkom Kenya,agent,,0,0,0,6/19/2024 10:49
3956,TX103956,user_1719,Pay Bill,2843.63,Meru,iOS,Telkom Kenya,individual,,0,0,0,6/1/2024 4:36
3957,TX103957,user_9597,Pay Bill,1530.65,Nairobi,Android,Airtel,individual,,0,0,0,6/12/2024 23:43
3958,TX103958,user_7855,Send Money,6353.53,Eldoret,Android,Safaricom,individual,,0,0,0,6/10/2024 0:51
